Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
Q2919640,Bryden Thomson,Scottish conductor,Male,United Kingdom,Conductor,1928,1991,natural causes,63
Q2920862,William J. Flynn,American Secret Service agent,Male,United States of America,Secret service agent,1867,1928,natural causes,61
Q2923151,Bořek Šípek,"Czech architect, designer, glassmaker, university educator and artist",Male,Czech Republic,Architect,1949,2016,natural causes,67
Q2923786,Brandon Tartikoff,American television executive,Male,United States of America,Film producer,1949,1997,natural causes,48
Q2924402,Brenda Howard,American activist,Female,United States of America,Feminist,1946,2005,natural causes,59
Q2924975,Brian Pendleton,British musician,Male,United Kingdom,Guitarist,1944,2001,natural causes,57
Q2925009,Joe English,"draughtsman, painter (1882-1918)",Male,Belgium,Artist,1882,1918,natural causes,36
Q2925033,Brian Williams,"Welsh rugby union player, born 1960",Male,United Kingdom,Athlete,1962,2007,natural causes,45
Q2925454,Mona-Liisa Nousiainen,Finnish cross-country skier and accordionist,Female,Finland,Accordionist; cross-country skier,1983,2019,natural causes,36
Q2926425,Bruce Hart,American songwriter and screenwriter (1938-2006),Male,United States of America,Artist,1938,2006,natural causes,68
Q2926426,Bruce Hay,Scottish rugby union player,Male,United Kingdom,Athlete,1950,2007,natural causes,57
Q2926477,Bruce Smith,American football player (1920-1967),Male,United States of America,Athlete,1920,1967,natural causes,47
Q2926489,Bruce Voeller,American biologist,Male,United States of America,Biologist,1935,1994,natural causes,59
Q2926649,Bruno Bianchi,"French cartoonist, comics artist and animation director",Male,France,Artist,1955,2011,natural causes,56
Q2926679,Bruno Carette,French humorist,Male,France,Artist,1956,1989,natural causes,33
Q2926720,Bruno Côté,Canadian artist (1940-2010),Male,Canada,Artist,1940,2010,natural causes,70
Q2926781,Bruno Fonseca,American artist (1958-1994),Male,United States of America,Artist,1958,1994,natural causes,36
Q2927041,Bruno Étienne,French academic,Male,France,Researcher,1937,2009,natural causes,72
Q2927533,Buddy Scott,Blues guitarist,Male,United States of America,Artist,1935,1994,natural causes,59
Q2928509,Burley Follett,American mayor,Male,United States of America,Politician,1806,1877,natural causes,71
Q2928793,Buster Mathis,American boxer,Male,United States of America,Athlete,1943,1995,natural causes,52
Q2929184,Byron Keith,American actor (1917-1996),Male,United States of America,Artist,1917,1996,natural causes,79
Q2929967,Bérangère Vattier,French actress,Female,France,Artist,1941,2001,natural causes,60
Q2930440,C. K. Williams,American poet and critic,Male,United States of America,Artist,1936,2015,natural causes,79
Q2930472,C. Brian Haselgrove,British mathematician,Male,United Kingdom; United Kingdom of Great Britain and Ireland,Researcher,1926,1964,natural causes,38
Q2933122,Harold Henning,professional golfer,Male,South Africa,Athlete,1934,2004,natural causes,70
Q2934061,Allen Shelton,American musician,Male,United States of America,Banjoist,1936,2009,natural causes,73
Q2934982,Camille Laurin,Canadian politician,Male,Canada,Politician,1922,1999,natural causes,77
Q2938967,Carl Morton,baseball player,Male,United States of America,Athlete,1944,1983,natural causes,39
Q2939142,Carlo Acutis,Blessed of the Catholic Church,Male,Italy,Student,1991,2006,natural causes,15
Q2939348,Carlos Fuentes Lemus,Mexican artist (1973-1999),Male,Mexico; France,Artist,1973,1999,natural causes,26
Q2939353,Carlos António Gomes,Portuguese footballer (1932-2005),Male,Portugal,Athlete,1932,2005,natural causes,73
Q2939388,Carlos Luis Fallas,author from Costa Rica,Male,Costa Rica,Artist,1909,1966,natural causes,57
Q2939434,Carlos Ramírez,Colombian singer,Male,Mexico,Artist,1916,1986,natural causes,70
Q2939563,Carmelita Geraghty,American actress and painter (1901-1966),Female,United States of America,Artist,1901,1966,natural causes,65
Q2939589,Carmen Alborch,Spanish politician and writer,Female,Spain,Researcher,1947,2018,natural causes,71
Q2939592,Carmen Campagne,Canadian children's musician,Female,Canada,Artist,1959,2018,natural causes,59
Q2939608,Carmen Cerdeira,Spanish politician (1958-2007),Female,Spain,Politician,1958,2007,natural causes,49
Q2939823,Carol M. Bundy,American serial killer,Female,United States of America,Artist,1942,2003,natural causes,61
Q2939852,Carol Vadnais,Canadian ice hockey defenceman,Male,Canada,Athlete,1945,2014,natural causes,69
Q2939953,Caroline Aigle,Pilot,Female,France,Athlete,1974,2007,natural causes,33
Q2940244,Carrie Nye,American actress (1936-2006),Female,United States of America,Artist,1936,2006,natural causes,70
Q2941785,Cathal Goulding,member of the IRA,Male,Ireland,Politician,1922,1998,natural causes,76
Q2941890,Catherine Des Roches,French poet,Female,France,Artist,1542,1587,natural causes,45
Q2941967,Catherine Langeais,French actress,Female,France,Artist,1923,1998,natural causes,75
Q2943680,Cecil Chesterton,British journalist,Male,United Kingdom of Great Britain and Ireland,Journalist,1879,1918,natural causes,39
Q2943797,Cedric Brooks,Jamaican reggae musician,Male,Jamaica,Saxophonist,1943,2013,natural causes,70
Q2943992,Kora,Polish singer,Female,Poland,Artist,1951,2018,natural causes,67
Q2944439,Ike Cole,American jazz pianist and composer,Male,United States of America,Artist,1927,2001,natural causes,74
Q2949539,Daniel Raap,porcelain merchant who played a leading role during the Orangist revolution in the Netherlands of 1747–1751,Male,Dutch Republic,Politician,1703,1754,natural causes,51
Q2956291,Chantal Jolis,"Canadian communication, television presenter and radio host (1947-2012)",Female,Canada,Television presenter; radio personality,1947,2012,natural causes,65
Q2957906,Charles-Albert Demoustier,French writer,Male,France,Artist,1760,1801,natural causes,41
Q2958074,Larry Jon Wilson,American musician (1940-2010),Male,United States of America,Artist,1940,2010,natural causes,70
Q2958462,Charles Austen,Royal Navy admiral,Male,Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,Naval officer,1779,1852,natural causes,73
Q2958511,Charles Beaumont,American writer,Male,United States of America,Artist,1929,1967,natural causes,38
Q2958573,Charles Bluhdorn,American industrialist,Male,United States of America,Businessperson,1926,1983,natural causes,57
Q2958748,Charles Coffin,"French teacher, writer, Jansenist and Rector of the University of Paris (1676-1749)",Male,France,Artist,1676,1749,natural causes,73
Q2958855,Charles De Koninck,Canadian philosopher,Male,Belgium,Religious figure,1906,1965,natural causes,59
Q2958859,Charles Dechamps,French actor,Male,France,Artist,1882,1959,natural causes,77
Q2958912,Charles Dickinson West,Anglo-Irish engineer,Male,United Kingdom of Great Britain and Ireland,Engineer,1847,1908,natural causes,61
Q2958921,Charles Dingle,American actor (1887-1956),Male,United States of America,Artist,1887,1956,natural causes,69
Q2958923,Charles Dixon,English ornithologist,Male,United Kingdom of Great Britain and Ireland,Ornithologist,1858,1926,natural causes,68
Q2959007,Charles Edward Turner,American botanist (1945-1997),Male,United States of America,Researcher,1945,1997,natural causes,52
Q2959012,Charles Elliott Perkins,American businessman,Male,United States of America,Businessperson,1840,1907,natural causes,67
Q2959122,Charles Frederic Ulrich,American art painter (1858-1908),Male,United States of America,Artist,1858,1908,natural causes,50
Q2959183,Charles Gautier,French politician,Male,France,Politician,1945,2014,natural causes,69
Q2959185,Charles Geach,"English banker, founder of Midland Bank",Male,United Kingdom of Great Britain and Ireland,Politician,1808,1854,natural causes,46
Q2959191,Charles Gemora,American make up artist and actor (1903-1961),Male,United States of America,Artist,1903,1961,natural causes,58
Q2959397,Charles Hunter,American ragtime composer,Male,United States of America,Artist,1876,1906,natural causes,30
Q2959516,Charles Keating,English actor (1941-2014),Male,United Kingdom,Artist,1941,2014,natural causes,73
Q2959520,Charles Kenzie Steele,American activist,Male,United States of America,Minister,1914,1980,natural causes,66
Q2959529,Charles King,American film actor (1895-1957),Male,United States of America,Artist,1895,1957,natural causes,62
Q2959594,Charles Lawrence,British Army officer,Male,Kingdom of Great Britain,Military personnel,1709,1760,natural causes,51
Q2959724,Charles Madic,French scientist,Male,France,Researcher,1942,2008,natural causes,66
Q2959799,Charles L. McNary,United States Senator from Oregon,Male,United States of America,Politician,1874,1944,natural causes,70
Q2959874,Charles Murray,American film actor of the silent era (1872-1941),Male,United States of America,Artist,1872,1941,natural causes,69
Q2960015,Charles Pierre Claret de Fleurieu,French explorer and politician,Male,France,Politician,1738,1810,natural causes,72
Q2960106,Charles Reisner,film director (1887-1962),Male,United States of America,Artist,1887,1962,natural causes,75
Q2960205,Charles Schneider,French businessperson,Male,France,Businessperson,1898,1960,natural causes,62
Q2960764,Charles Edward Jennings de Kilmaine,Irish soldier,Male,France,Military personnel,1751,1799,natural causes,48
Q2960905,Pete Quaife,"English musician, artist and author",Male,United Kingdom,Guitarist,1943,2010,natural causes,67
Q2960968,Charlotte Burton,American actress (1881-1942),Female,United States of America,Artist,1881,1942,natural causes,61
Q2960982,Charlotte Hennessy,Canadian-born American actress (1873-1928),Female,United States of America,Artist,1873,1928,natural causes,55
Q2962230,Chelsea Brown,American actress,Female,United States of America,Artist,1947,2017,natural causes,70
Q2962610,Chen Zhen,Chinese artist,Male,People's Republic of China,Artist,1955,2000,natural causes,45
Q2962822,Rainbeaux Smith,actress (1955-2002),Female,United States of America,Artist,1955,2002,natural causes,47
Q2962823,Cheryl Walker,American actress (1918-1971),Female,United States of America,Artist,1918,1971,natural causes,53
Q2962861,Chester McGlockton,American football player (1969-2011),Male,United States of America,Athlete,1969,2011,natural causes,42
Q2963399,Chico Carrasquel,baseball player,Male,Colombia,Athlete,1928,2005,natural causes,77
Q2963558,Chikuhei Nakajima,Japanese politician and founder of Nakajima Aircraft Company,Male,Japan,Businessperson,1884,1949,natural causes,65
Q2964711,Chris Duncan,American baseball player,Male,United States of America,Athlete,1981,2019,natural causes,38
Q2964840,Chris Reccardi,American cartoon director,Male,United States of America,Artist,1964,2019,natural causes,55
Q2964993,Christian,French actor and singer in operetta,Male,France,Artist,1821,1889,natural causes,68
Q2965217,Christian Didier,killer of René Bousquet,Male,France,NA,1944,2015,natural causes,71
Q2965331,Christian Godefroy,French writer,Male,France,Artist,1948,2012,natural causes,64
Q2965901,Christine Charbonneau,Canadian singer,Female,Canada,Artist,1943,2014,natural causes,71
Q2965925,Christine Fabréga,French actress,Female,France,Artist,1931,1988,natural causes,57
Q2966586,Christopher Frank,French writer and film director,Male,France; United Kingdom,Artist,1942,1993,natural causes,51
Q2966587,Christopher Gable,Dancer and actor (1940-1998),Male,United Kingdom,Artist,1940,1998,natural causes,58
Q2966606,Christopher James Davis,British physician,Male,NA,Physician,1842,1870,natural causes,28
Q2966611,Christopher Jones,"American stage, movie, and television actor (1941-2014)",Male,United States of America,Artist,1941,2014,natural causes,73
Q2966681,Christy Ring,Irish hurler,Male,Ireland,Hurler,1920,1979,natural causes,59
Q2967582,Chuck Cadman,Canadian politician,Male,Canada,Politician,1948,2005,natural causes,57
Q2967594,Chuck Hiller,American baseball player,Male,United States of America,Athlete,1934,2004,natural causes,70
Q2967595,Chuck Hughes,American football player,Male,United States of America,Athlete,1943,1971,natural causes,28
Q2967602,Chuck Menville,American television animator and writer,Male,United States of America,Artist,1940,1992,natural causes,52
Q2967603,Chuck Muncie,Player of American football (1953-2013),Male,United States of America,Athlete,1953,2013,natural causes,60
Q2967604,Chuck Mitchell,American actor (1927-1992),Male,United States of America,Artist,1927,1992,natural causes,65
Q2967605,Chuck Pratt,American rock climber,Male,United States of America,Rock climber,1939,2000,natural causes,61
Q2967608,Chuck Roberson,American actor and stuntman (1919-1988),Male,United States of America,Artist,1919,1988,natural causes,69
Q2967644,Chumy Chúmez,cartoonist,Male,Spain,Artist,1927,2003,natural causes,76
Q2972146,Nakae Chōmin,Japanese politician,Male,Japan,Politician,1847,1901,natural causes,54
Q2975092,Claire Morissette,Canadian cycling activist,Female,Canada,Activist,1950,2007,natural causes,57
Q2975503,Clara Maffei,Italian salon holder,Female,Kingdom of Italy,Salonnière,1814,1886,natural causes,72
Q2975556,Clarence Gagnon,Canadian painter (1881-1942),Male,Canada,Artist,1881,1942,natural causes,61
Q2976964,Claude Batho,French photographer,Female,France,Artist,1935,1981,natural causes,46
Q2976994,Claude Bertrand,French actor,Male,France,Artist,1919,1986,natural causes,67
Q2977008,Claude Bez,former Chairman of Girondins de Bordeaux FC,Male,France,Chartered certified accountant,1940,1999,natural causes,59
Q2977018,Claude Binyon,film director and screenwriter,Male,United States of America,Artist,1905,1978,natural causes,73
Q2977029,Claude Blanchard,Canadian actor and singer,Male,Canada,Artist,1932,2006,natural causes,74
Q2977110,Claude Béchard,Canadian politician,Male,Canada,Politician,1969,2010,natural causes,41
Q2977245,Claude Dauphin,entrepreneur,Male,France,Businessperson,1951,2015,natural causes,64
Q2977596,Claude Jeancolas,French journalist,Male,France,Researcher,1949,2016,natural causes,67
Q2978118,Claude Ryan,Canadian politician,Male,Canada,Politician,1925,2004,natural causes,79
Q2978393,Claudia Alexander,American geophysicist and planetary scientist,Female,United States of America,Researcher,1959,2015,natural causes,56
Q2978416,Claudia McNeil,American actress (1917-1993),Female,United States of America,Artist,1917,1993,natural causes,76
Q2979430,Clive Exton,British writer (1930-2007),Male,United Kingdom,Artist,1930,2007,natural causes,77
Q2980425,Clyde Fitch,American playwright,Male,United States of America,Artist,1865,1909,natural causes,44
Q2980727,Clémentine Hélène Dufau,French painter (1869-1937),Female,France,Artist,1869,1937,natural causes,68
Q2981438,Kazuo Kubokawa,Japanese astronomer,Male,Japan,Astronomer,1903,1943,natural causes,40
Q2981524,Usman Awang,Malaysian poet,Male,Malaysia,Artist,1929,2001,natural causes,72
Q2981740,Chino Roces,Television,Male,Philippines,Businessperson,1913,1988,natural causes,75
Q2981820,Lucía Sánchez Saornil,"Spanish poet, journalist, sindicalist, anarchist and Integral humanist",Female,Spain,Artist,1895,1970,natural causes,75
Q2982615,Colin Ingleby-Mackenzie,cricketer (1933-2006),Male,United Kingdom,Athlete,1933,2006,natural causes,73
Q2982661,Colin Turnbull,British American anthropologist,Male,United States of America; United Kingdom; United Kingdom of Great Britain and Ireland,Anthropologist; musicologist; ethnomusicologist,1924,1994,natural causes,70
Q2983192,Jan Ernst Matzeliger,Surinamese inventor,Male,United States of America,Patent inventor,1852,1889,natural causes,37
Q2983406,Collin Wilcox,American screenwriter (1924-1996),Male,United States of America,Artist,1924,1996,natural causes,72
Q2984167,Michael Davies,British teacher and traditionalist Catholic writer,Male,United Kingdom,Artist,1936,2004,natural causes,68
Q2984214,Eli Lilly,"American pharmacist, Union Army officer, businessman, philanthropist",Male,United States of America,Researcher,1838,1898,natural causes,60
Q2985581,Florian Pittiș,"Romanian actor, singer and director",Male,Romania,Artist,1943,2007,natural causes,64
Q2985962,Louis Cyr,Canadian strength athlete,Male,Canada,Strongman; weightlifter,1863,1912,natural causes,49
Q2986736,Eva Nansen,Norwegian mezzosoprano singer,Female,Norway,Artist,1858,1907,natural causes,49
Q2987096,Lizzie van Zyl,South African child prisoner,Female,South Africa,NA,1894,1901,natural causes,7
Q2988667,Wilfried Geeroms,Belgian hurdler,Male,Belgium,Athlete,1941,1999,natural causes,58
Q2989086,Ivan Vdović,"was Serbian musician, drummer",Male,Serbia,Artist,1961,1992,natural causes,31
Q2989196,Zahari Zograf,Bulgarian painter (1810-1853),Male,Bulgaria,Artist,1810,1853,natural causes,43
Q2990882,Carina Moberg,Swedish politician,Female,Sweden,Politician,1966,2012,natural causes,46
Q2991025,Boris Gorbatov,"Russian Soviet writer and screenwriter, journalist, war correspondent (1908-1954)",Male,Soviet Union; Russian Empire,Artist,1908,1954,natural causes,46
Q2991113,Jan Arlazorov,Russian actor and stand-up comic,Male,Russia; Soviet Union,Artist,1947,2009,natural causes,62
Q2991182,Tikhon Kiselyov,Belarusian statesman,Male,Soviet Union,Politician,1917,1983,natural causes,66
Q2992509,Juha Vainio,"Finnish singer-songwriter, lyricist and teacher",Male,Finland,Artist,1938,1990,natural causes,52
Q2992949,"Sir Thomas Munro, 1st Baronet",Scottish soldier and colonial administrator,Male,United Kingdom of Great Britain and Ireland,Military personnel,1761,1827,natural causes,66
Q2993623,Conrad Salinger,American composer,Male,United States of America,Artist,1901,1962,natural causes,61
Q2994679,Saitō Yoshitatsu,Japanese daimyo of the Sengoku period,Male,Japan,Samurai,1527,1561,natural causes,34
Q2994810,Constance Nantier-Didiée,opera singer,Female,France,Artist,1831,1867,natural causes,36
Q2994881,Constant Lievens,Jesuit priest and missionary,Male,Kingdom of the Netherlands,Religious figure,1856,1893,natural causes,37
Q2995327,Sergei Wojciechowski,Czechoslovak general,Male,Russian Empire,Military personnel,1883,1951,natural causes,68
Q2995420,Muriel Cerf,French writer,Female,France,Artist,1950,2012,natural causes,62
Q2996116,Sergey Kamenev,Russian military leader,Male,Russian Empire,Military personnel,1881,1936,natural causes,55
Q2996375,Abbas Sahhat,Azerbaijani writer,Male,Russian Empire,Artist,1874,1918,natural causes,44
Q2996499,Conway Savage,Australian musician,Male,Australia,Artist,1960,2018,natural causes,58
Q2996505,Leonid Yengibarov,Soviet actor,Male,Soviet Union,Athlete,1935,1972,natural causes,37
Q2996522,Alexey Ekimyan,Soviet composer,Male,Soviet Union,Artist,1927,1982,natural causes,55
Q2997148,Nadezhda Rumyantseva,Soviet actress,Female,Russia; Soviet Union,Artist,1930,2008,natural causes,78
Q2997753,Leonid Nechayev,Soviet and Russian film director,Male,Russia; Belarus; Soviet Union,Artist,1939,2010,natural causes,71
Q2999387,Ria Brieffies,Dutch singer,Female,Kingdom of the Netherlands,Artist,1957,2009,natural causes,52
Q3005784,Guy de Alwis,Sri Lankan cricketer (1959-2013),Male,Sri Lanka,Athlete,1959,2013,natural causes,54
Q3007737,Curro Rivera Agüero,Mexican bullfighter,Male,Mexico,Matador,1951,2001,natural causes,50
Q3007813,Curtis Knight,musician,Male,United States of America,Artist,1929,1999,natural causes,70
Q3010069,Célestin Demblon,Belgian writer and politician,Male,Belgium,Politician,1859,1924,natural causes,65
Q3010083,Célestin Hennion,French head of the Prefecture of Police,Male,France,Police officer,1862,1915,natural causes,53
Q3010492,César Mendoza Durán,Chilean general,Male,Chile,Politician,1918,1996,natural causes,78
Q3010499,César Moro,Peruvian artist and poet (1903-1956),Male,Peru,Artist,1903,1956,natural causes,53
Q3011640,Dacia Valent,Somali-born Italian politician,Female,Italy; Somalia,Politician,1963,2015,natural causes,52
Q3011858,Dag Stokke,musician,Male,Norway,Artist,1967,2011,natural causes,44
Q3012464,Dallas Taylor,American drummer,Male,United States of America,Artist,1948,2015,natural causes,67
Q3012565,"Dalton McGuinty, Sr.",Canadian politician,Male,Canada,Politician,1926,1990,natural causes,64
Q3012697,Damian D'Oliveira,South African cricketer (1960-2014),Male,South Africa,Athlete,1960,2014,natural causes,54
Q3012952,Damon Edge,American singer,Male,United States of America,Artist,1949,1995,natural causes,46
Q3013008,Dan Alderson,American scientist at the Jet Propulsion Laboratory in California,Male,United States of America,Researcher,1941,1989,natural causes,48
Q3013010,Dan Bankhead,American baseball player,Male,United States of America,Athlete,1920,1976,natural causes,56
Q3013060,Dan Duva,American boxer,Male,United States of America,Athlete,1951,1996,natural causes,45
Q3013061,Dan Enright,Television game show producer,Male,NA,Businessperson,1917,1992,natural causes,75
Q3013066,Dan Friedman,graphic designer,Male,United States of America,Graphic designer,1945,1995,natural causes,50
Q3013195,Dan Rowan,American actor and comedian (1922-1987),Male,United States of America,Artist,1922,1987,natural causes,65
Q3014132,"Daniel Greysolon, Sieur du Lhut",French explorer,Male,France,Explorer,1639,1710,natural causes,71
Q3014147,Daniel Hale Williams,"African American cardiologist who performed the first documented, successful pericardium surgery in the world",Male,United States of America,Surgeon; cardiologist,1858,1931,natural causes,73
Q3014239,Daniel Johnson,Premier of Quebec,Male,Canada,Politician,1915,1968,natural causes,53
Q3014384,Daniel MacMaster,Canadian singer,Male,Canada,Artist,1968,2008,natural causes,40
Q3014705,Daniel Sorano,French actor,Male,France,Artist,1920,1962,natural causes,42
Q3014751,Daniel Tracey,Canadian politician,Male,Canada,Politician,1794,1832,natural causes,38
Q3014808,Daniel Weinreb,American computer programmer,Male,United States of America,Researcher,1959,2012,natural causes,53
Q3015309,Danny Schechter,"American television producer, filmmaker, and media critic (1942-2015)",Male,United States of America,Artist,1942,2015,natural causes,73
Q3016165,Darío Villalba Flórez,"Spanish painter, photographer, and competitive figure skater (1939-2018)",Male,Spain,Athlete,1939,2018,natural causes,79
Q3016466,Darrel Baldock,Australian rules football player and coach (1938-2011),Male,Australia,Athlete,1938,2011,natural causes,73
Q3016497,Darren Daulton,American baseball player,Male,United States of America,Athlete,1962,2017,natural causes,55
Q3016569,Darryl Kile,American baseball player,Male,United States of America,Athlete,1968,2002,natural causes,34
Q3016619,Darwin Joston,American actor (1937-1998),Male,United States of America,Artist,1937,1998,natural causes,61
Q3016651,Daryl Coley,American musician,Male,United States of America,Artist,1955,2016,natural causes,61
Q3017143,Dave Charnley,British boxer,Male,United Kingdom,Athlete,1935,2012,natural causes,77
Q3017220,Dave O'Brien,American actor and director (1912-1969),Male,United States of America,Artist,1912,1969,natural causes,57
Q3017226,David Prichard,músicu estauxunidense (1963–1990),Male,United States of America,Artist,1963,1990,natural causes,27
Q3017254,Dave Smith,"American baseball player, born 1955",Male,United States of America,Athlete,1955,2008,natural causes,53
Q3017285,Dave Thomas,American restaurant owner and philanthropist,Male,United States of America,Business magnate; restaurateur,1932,2002,natural causes,70
Q3017407,David Armstrong,American photographer,Male,United States of America,Artist,1954,2014,natural causes,60
Q3017472,David Bedell-Sivright,Scottish rugby union player,Male,United Kingdom of Great Britain and Ireland,Athlete,1880,1915,natural causes,35
Q3017563,David Brenner,American comedian and actor (1936-2014),Male,United States of America,Artist,1936,2014,natural causes,78
Q3017584,David Buck,English actor (1936-1989),Male,United Kingdom,Artist,1936,1989,natural causes,53
Q3017629,David Carr,American journalist,Male,United States of America,Journalist,1956,2015,natural causes,59
Q3017874,David Fasold,American sailor,Male,United States of America,Researcher,1939,1998,natural causes,59
Q3017939,David Galula,French Army officer,Male,France,Military personnel,1919,1967,natural causes,48
Q3018040,David Hartford,American actor (1873-1932),Male,United States of America,Artist,1873,1932,natural causes,59
Q3018090,David Hookes,cricketer (1955-2004),Male,Australia,Athlete,1955,2004,natural causes,49
Q3018095,David Howard,director,Male,United States of America,Artist,1896,1941,natural causes,45
Q3018429,David McLean,American film and television actor (1922-1995),Male,United States of America,Artist,1922,1995,natural causes,73
Q3018587,David Park,American artist (1911-1960),Male,United States of America,Artist,1911,1960,natural causes,49
Q3018775,Masao Yoshida,Plant manager during the Fukushima Daiichi nuclear disaster,Male,Japan,Engineer,1955,2013,natural causes,58
Q3018998,David Williams,Welsh philosopher of the Enlightenment period,Male,United Kingdom of Great Britain and Ireland,Researcher,1738,1816,natural causes,78
Q3020059,DeWitt Jennings,actor,Male,United States of America,Artist,1871,1937,natural causes,66
Q3020859,Deborah Read Franklin,spouse of Benjamin Franklin,Female,NA,NA,1708,1774,natural causes,66
Q3021106,Dee Clark,American musician,Male,United States of America,Artist,1938,1990,natural causes,52
Q3021493,Ryūsei Kishida,Japanese painter (1891-1929),Male,Japan,Artist,1891,1929,natural causes,38
Q3021595,Rex Nettleford,Jamaican academic,Male,Jamaica,Teacher,1933,2010,natural causes,77
Q3021715,Dell Henderson,Canadian actor and director,Male,Canada,Artist,1883,1956,natural causes,73
Q3022470,Ume Kenjirō,Japanese lawyer,Male,Japan,Lawyer,1837,1910,natural causes,73
Q3022630,Denis Cosgrove,professor,Male,United Kingdom,Researcher,1948,2008,natural causes,60
Q3022643,Denis D'Amour,Canadian musician,Male,Canada,Artist,1959,2005,natural causes,46
Q3022678,Denis Forest,Canadian actor,Male,Canada,Artist,1960,2002,natural causes,42
Q3022704,Denis Glover,"20th century New Zealand poet, journalist, printer, typographer, publish and naval officer",Male,New Zealand,Artist,1912,1980,natural causes,68
Q3023151,Dennis Day,"actor, comedian and singer (1916-1988)",Male,United States of America,Artist,1916,1988,natural causes,72
Q3023200,Dennis Spooner,British writer (1932-1986),Male,United Kingdom,Athlete,1932,1986,natural causes,54
Q3023789,Derek Worlock,Archbishop of Liverpool,Male,United Kingdom; United Kingdom of Great Britain and Ireland,Religious figure,1920,1996,natural causes,76
Q3025169,Kresten Bjerre,Danish football palyer and coach (1946-2014),Male,Denmark,Athlete,1946,2014,natural causes,68
Q3025408,Gay Brewer,professional golfer,Male,United States of America,Athlete,1932,2007,natural causes,75
Q3025570,Pigmeat Markham,"Comedian, actor, singer, dancer",Male,United States of America,Artist,1904,1981,natural causes,77
Q3026132,Diana Bellamy,American actress (1943-2001),Female,United States of America,Artist,1943,2001,natural causes,58
Q3026159,Walt Poddubny,Canadian ice hockey player,Male,Canada,Athlete,1960,2009,natural causes,49
Q3026215,Diane Hébert,Canadian heart-lung transplant recipient,Female,Canada,Artist,1957,2008,natural causes,51
Q3026236,Diane Marleau,Canadian politician,Female,Canada,Politician,1943,2013,natural causes,70
Q3026567,Dick Clair,"actor, comedian, writer (1931-1988)",Male,United States of America,Artist,1931,1988,natural causes,57
Q3026572,Dick Dietz,American professional baseball player,Male,United States of America,Athlete,1941,2005,natural causes,64
Q3026618,Dick Murdoch,American professional wrestler,Male,United States of America,Artist,1946,1996,natural causes,50
Q3026633,Dick Shawn,American actor and comedian,Male,United States of America,Artist,1923,1987,natural causes,64
Q3026812,Juan José Rosón,Spanish politician,Male,Spain,Politician,1932,1986,natural causes,54
Q3026877,Prince Waldemar of Prussia,German prince,Male,Germany,Politician,1868,1879,natural causes,11
Q3027087,Didier Lefèvre,French photojournalist,Male,France,Artist,1957,2007,natural causes,50
Q3027379,Ron Piché,Canadian baseball player,Male,Canada,Athlete,1935,2011,natural causes,76
Q3027414,Susan Chilcott,singer,Female,United Kingdom,Artist,1963,2003,natural causes,40
Q3027873,Louise Cooper,British writer,Female,United Kingdom,Artist,1952,2009,natural causes,57
Q3028225,Dimitris Papamichael,Greek actor and director,Male,Greece,Artist,1934,2004,natural causes,70
Q3028232,Dina Bélanger,"Canadian musician, nun and mystic",Female,Canada,Nun; pianist,1897,1929,natural causes,32
Q3028244,Dina Sfat,Brazilian actress,Female,Brazil,Artist,1938,1989,natural causes,51
Q3028357,Rafael Menjívar Ochoa,Salvadoran writer,Male,El Salvador,Researcher,1959,2011,natural causes,52
Q3028446,Guillermo Thorndike,Peruvian journalist,Male,Peru,Artist,1940,2009,natural causes,69
Q3028610,George Low,American NASA administrator and President of Rensselaer Polytechnic Institute,Male,United States of America,Engineer,1926,1984,natural causes,58
Q3031131,Tatsumi Kumashiro,Japanese Film director,Male,Japan,Artist,1927,1995,natural causes,68
Q3031477,Paulo Moura,Brazilian musician,Male,Brazil,Artist,1932,2010,natural causes,78
Q3031692,Horacio Gómez Bolaños prieto,Mexican actor,Male,Mexico,Artist,1930,1999,natural causes,69
Q3031861,Sally Eilers,American actress (1908-1978),Female,United States of America,Artist,1908,1978,natural causes,70
Q3032325,Randolph Bourne,American writer,Male,United States of America,Artist,1886,1918,natural causes,32
Q3032684,Dizzy Dean,American baseball player and coach,Male,United States of America,Athlete,1910,1974,natural causes,64
Q3033169,Dmitri Nabokov,Russian ice hockey player,Male,Russia,Athlete,1977,2019,natural causes,42
Q3033470,Dock Ellis,American baseball player,Male,United States of America,Athlete,1945,2008,natural causes,63
Q3034280,Dolores Duran,Brazilian singer and composer,Female,Brazil,Artist,1930,1959,natural causes,29
Q3034965,Dominique Bagouet,French dancer,Male,France,Choreographer; dancer,1951,1992,natural causes,41
Q3035378,Dominique Papety,French painter (1815-1849),Male,France,Artist,1815,1849,natural causes,34
Q3035564,Dominique de Roux,French writer,Male,France,Publisher,1935,1977,natural causes,42
Q3035755,Don Chastain,"actor, screenwriter",Male,United States of America,Artist,1935,2002,natural causes,67
Q3035837,Don Matthews,American and Canadian football player and coach (1939-2017),Male,United States of America,Athlete,1939,2017,natural causes,78
Q3035869,Don O'Donoghue,Canadian ice hockey player,Male,Canada,Athlete,1949,2007,natural causes,58
Q3035871,Don Ohlmeyer,American television producer,Male,United States of America,Businessperson,1945,2017,natural causes,72
