id,fantasy1,fantasy2,fantasy3,fantasy4,fantasy5,fantasy6,fantasy7,empathic_concern_1,empathic_concern_2,empathic_concern_3,empathic_concern_4,empathic_concern_5,empathic_concern_6,empathic_concern_7,personal_distress1,personal_distress2,personal_distress3,personal_distress4,personal_distress5,personal_distress6,role_taking1,role_taking2,role_taking3,role_taking4,role_taking5,role_taking6,prejudice_denial1,prejudice_denial2,prejudice_denial3,prejudice_denial4,prejudice_denial5,prejudice_denial6,prejudice_denial7,prejudice_denial8,prejudice_denial9,statement_of_differences1,statement_of_differences2,statement_of_differences3,statement_of_differences4,statement_of_differences5,negative_affects1,negative_affects2,negative_affects3,negative_affects4,negative_affects5,negative_affects6,negative_affects7,negative_affects8,negative_affects9,negative_affects10,positive_affects1,positive_affects2,positive_affects3,positive_affects4,positive_affects5,positive_affects6,positive_affects7,positive_affects8,positive_affects9,positive_affects10,gender,age,race,marital_status,household_income,family_members,academic_background
101.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,3.00,3.00,4.00,5.00,5.00,1.00,3.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,4.00,1.00,1.00,3.00,4.00,3.00,3.00,3.00,2.00,4.00,2.00,2.00,4.00,3.00,2.00,3.00,4.00,4.00,3.00,5.00,3.00,2.00,2.00,Female,23.00,white,single,4000.00,4.00,social_sciences_arts_education
103.00,3.00,3.00,4.00,2.00,2.00,4.00,4.00,3.00,3.00,3.00,4.00,5.00,4.00,3.00,5.00,4.00,5.00,2.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,3.00,4.00,4.00,7.00,3.00,1.00,7.00,1.00,4.00,7.00,7.00,1.00,5.00,3.00,4.00,3.00,4.00,4.00,2.00,5.00,1.00,4.00,3.00,4.00,5.00,2.00,3.00,3.00,3.00,3.00,5.00,2.00,Male,19.00,white,single,5000.00,3.00,exact_ biological_sciences
104.00,2.00,4.00,3.00,3.00,3.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,3.00,3.00,4.00,5.00,2.00,5.00,4.00,4.00,5.00,3.00,4.00,5.00,4.00,1.00,1.00,3.00,1.00,1.00,1.00,7.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,5.00,5.00,5.00,3.00,3.00,1.00,3.00,4.00,5.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,4.00,1.00,2.00,3.00,Male,21.00,brown,single,17000.00,5.00,social_sciences_arts_education
105.00,3.00,4.00,5.00,3.00,4.00,3.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,3.00,4.00,5.00,5.00,4.00,2.00,3.00,2.00,3.00,4.00,4.00,2.00,1.00,4.00,1.00,2.00,3.00,5.00,6.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,Male,21.00,brown,single,950.00,4.00,exact_ biological_sciences
106.00,3.00,3.00,2.00,1.00,2.00,2.00,3.00,4.00,1.00,3.00,3.00,3.00,3.00,3.00,4.00,5.00,4.00,4.00,3.00,4.00,2.00,4.00,4.00,4.00,3.00,4.00,2.00,5.00,4.00,5.00,2.00,4.00,4.00,1.00,4.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,5.00,2.00,2.00,2.00,2.00,1.00,3.00,2.00,2.00,4.00,5.00,4.00,2.00,4.00,3.00,2.00,4.00,Male,21.00,brown,single,2300.00,4.00,exact_ biological_sciences
107.00,3.00,3.00,2.00,2.00,4.00,4.00,3.00,5.00,5.00,4.00,3.00,4.00,1.00,3.00,1.00,3.00,4.00,1.00,3.00,1.00,5.00,5.00,3.00,5.00,5.00,4.00,1.00,1.00,2.00,7.00,1.00,1.00,4.00,1.00,2.00,4.00,4.00,7.00,7.00,4.00,3.00,3.00,4.00,3.00,2.00,1.00,2.00,1.00,1.00,2.00,3.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,Male,24.00,white,single,1996.00,5.00,exact_ biological_sciences
108.00,1.00,5.00,5.00,3.00,5.00,4.00,1.00,4.00,4.00,3.00,4.00,4.00,4.00,1.00,1.00,4.00,4.00,3.00,1.00,1.00,5.00,5.00,4.00,5.00,1.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,6.00,1.00,2.00,5.00,4.00,5.00,3.00,5.00,3.00,4.00,3.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,Male,23.00,white,single,3000.00,5.00,exact_ biological_sciences
109.00,4.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,3.00,4.00,2.00,4.00,4.00,4.00,5.00,4.00,5.00,4.00,4.00,5.00,4.00,4.00,1.00,6.00,3.00,7.00,1.00,3.00,1.00,6.00,1.00,2.00,3.00,4.00,1.00,3.00,1.00,2.00,2.00,1.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,Male,22.00,white,single,10000.00,5.00,exact_ biological_sciences
110.00,4.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,3.00,4.00,2.00,4.00,4.00,4.00,5.00,4.00,5.00,4.00,4.00,5.00,4.00,4.00,1.00,6.00,3.00,7.00,1.00,3.00,1.00,6.00,1.00,2.00,3.00,4.00,1.00,3.00,1.00,2.00,2.00,1.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,Male,22.00,white,single,10000.00,5.00,exact_ biological_sciences
111.00,4.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,3.00,4.00,2.00,4.00,4.00,4.00,5.00,4.00,5.00,4.00,4.00,5.00,4.00,4.00,1.00,6.00,3.00,7.00,1.00,3.00,1.00,6.00,1.00,2.00,3.00,4.00,1.00,3.00,1.00,2.00,2.00,1.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,Male,22.00,white,single,10000.00,5.00,exact_ biological_sciences
112.00,4.00,3.00,5.00,3.00,4.00,2.00,2.00,4.00,5.00,3.00,3.00,3.00,1.00,2.00,4.00,5.00,5.00,1.00,2.00,3.00,3.00,4.00,5.00,4.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,2.00,5.00,2.00,1.00,3.00,1.00,2.00,3.00,1.00,3.00,5.00,2.00,4.00,4.00,2.00,2.00,3.00,3.00,Male,18.00,brown,single,1700.00,2.00,exact_ biological_sciences
113.00,3.00,4.00,4.00,3.00,5.00,4.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,5.00,5.00,4.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,3.00,2.00,3.00,2.00,4.00,4.00,2.00,2.00,4.00,4.00,2.00,2.00,2.00,4.00,3.00,3.00,Male,25.00,white,single,4000.00,5.00,social_sciences_arts_education
114.00,3.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,2.00,4.00,3.00,3.00,2.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,1.00,3.00,1.00,1.00,3.00,2.00,1.00,3.00,5.00,5.00,2.00,2.00,3.00,4.00,2.00,4.00,3.00,2.00,3.00,3.00,3.00,4.00,4.00,5.00,3.00,3.00,4.00,Male,19.00,white,single,1800.00,4.00,healthcare 
115.00,1.00,5.00,4.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,4.00,5.00,3.00,5.00,4.00,4.00,5.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,3.00,1.00,1.00,5.00,5.00,5.00,2.00,4.00,2.00,2.00,2.00,2.00,4.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,2.00,Female,18.00,asian,single,3000.00,3.00,healthcare 
116.00,1.00,2.00,5.00,3.00,4.00,4.00,3.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,3.00,3.00,4.00,5.00,3.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,4.00,2.00,2.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,7.00,1.00,1.00,1.00,4.00,5.00,2.00,1.00,1.00,1.00,1.00,3.00,4.00,2.00,3.00,5.00,4.00,3.00,2.00,5.00,3.00,4.00,3.00,Male,21.00,black,single,2000.00,4.00,exact_ biological_sciences
117.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,4.00,3.00,4.00,2.00,4.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,2.00,4.00,2.00,5.00,5.00,5.00,3.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,Male,21.00,white,single,954.00,6.00,social_sciences_arts_education
118.00,2.00,2.00,2.00,4.00,4.00,5.00,2.00,4.00,5.00,3.00,3.00,4.00,4.00,1.00,5.00,4.00,4.00,3.00,5.00,4.00,4.00,3.00,4.00,3.00,3.00,5.00,2.00,2.00,1.00,6.00,1.00,1.00,2.00,1.00,2.00,3.00,2.00,2.00,3.00,2.00,4.00,5.00,5.00,2.00,3.00,2.00,4.00,5.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,Male,23.00,brown,single,400.00,1.00,social_sciences_arts_education
119.00,3.00,5.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,1.00,4.00,2.00,4.00,5.00,5.00,4.00,3.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,4.00,3.00,5.00,2.00,1.00,2.00,3.00,5.00,5.00,2.00,2.00,4.00,4.00,3.00,2.00,3.00,3.00,3.00,2.00,Female,24.00,brown,single,980.00,5.00,social_sciences_arts_education
120.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2.00,5.00,3.00,5.00,5.00,4.00,5.00,3.00,5.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,4.00,5.00,5.00,4.00,2.00,1.00,5.00,3.00,4.00,5.00,2.00,2.00,4.00,3.00,2.00,4.00,5.00,3.00,3.00,2.00,Female,18.00,white,single,434.00,3.00,social_sciences_arts_education
122.00,1.00,5.00,5.00,5.00,5.00,4.00,3.00,3.00,5.00,4.00,3.00,5.00,4.00,3.00,5.00,4.00,5.00,5.00,4.00,3.00,4.00,5.00,4.00,5.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,3.00,4.00,4.00,4.00,2.00,2.00,4.00,2.00,1.00,1.00,3.00,3.00,5.00,5.00,5.00,3.00,2.00,4.00,3.00,4.00,Female,22.00,brown,single,900.00,2.00,social_sciences_arts_education
123.00,4.00,5.00,5.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,3.00,5.00,3.00,5.00,4.00,5.00,3.00,5.00,4.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,2.00,4.00,4.00,3.00,4.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,2.00,5.00,1.00,1.00,3.00,1.00,3.00,3.00,2.00,3.00,4.00,5.00,2.00,2.00,4.00,2.00,3.00,2.00,Female,18.00,black,single,3000.00,4.00,social_sciences_arts_education
124.00,3.00,5.00,4.00,2.00,4.00,5.00,3.00,5.00,5.00,5.00,4.00,5.00,3.00,4.00,4.00,3.00,3.00,2.00,3.00,3.00,5.00,4.00,5.00,4.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,7.00,1.00,1.00,4.00,5.00,5.00,5.00,3.00,3.00,5.00,3.00,3.00,3.00,2.00,2.00,4.00,5.00,5.00,2.00,3.00,3.00,2.00,4.00,Female,23.00,black,single,500.00,1.00,social_sciences_arts_education
125.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,5.00,3.00,2.00,1.00,5.00,2.00,4.00,4.00,2.00,2.00,3.00,4.00,2.00,2.00,5.00,2.00,2.00,2.00,Female,22.00,black,single,998.00,4.00,social_sciences_arts_education
126.00,3.00,5.00,5.00,4.00,5.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,1.00,3.00,2.00,5.00,5.00,4.00,5.00,3.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,5.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,2.00,2.00,4.00,3.00,2.00,3.00,4.00,4.00,2.00,4.00,Female,21.00,white,single,650.00,4.00,social_sciences_arts_education
127.00,4.00,4.00,3.00,3.00,2.00,5.00,3.00,4.00,4.00,4.00,4.00,3.00,2.00,2.00,4.00,5.00,3.00,2.00,3.00,3.00,4.00,4.00,5.00,4.00,3.00,5.00,6.00,5.00,2.00,7.00,3.00,2.00,3.00,5.00,3.00,4.00,2.00,4.00,3.00,3.00,3.00,5.00,5.00,5.00,4.00,2.00,5.00,4.00,4.00,5.00,2.00,3.00,2.00,2.00,2.00,3.00,4.00,2.00,3.00,2.00,Male,19.00,brown,single,2000.00,1.00,exact_ biological_sciences
128.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,3.00,3.00,4.00,5.00,5.00,1.00,3.00,3.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,1.00,2.00,3.00,4.00,6.00,6.00,1.00,3.00,7.00,5.00,6.00,4.00,4.00,4.00,3.00,2.00,4.00,2.00,1.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,4.00,2.00,4.00,5.00,5.00,5.00,5.00,Male,19.00,brown,single,3500.00,5.00,exact_ biological_sciences
129.00,3.00,3.00,4.00,3.00,2.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,5.00,1.00,3.00,3.00,4.00,5.00,5.00,5.00,3.00,5.00,5.00,4.00,4.00,6.00,4.00,2.00,5.00,7.00,7.00,4.00,4.00,2.00,5.00,1.00,4.00,4.00,5.00,4.00,1.00,1.00,2.00,3.00,3.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,2.00,4.00,5.00,5.00,Male,18.00,brown,single,1800.00,5.00,exact_ biological_sciences
130.00,4.00,4.00,5.00,5.00,5.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,2.00,4.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,2.00,2.00,1.00,1.00,3.00,1.00,1.00,3.00,1.00,4.00,3.00,3.00,2.00,4.00,4.00,2.00,3.00,1.00,1.00,3.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,5.00,Female,18.00,white,single,1000.00,4.00,exact_ biological_sciences
131.00,1.00,5.00,4.00,1.00,5.00,5.00,5.00,3.00,5.00,5.00,2.00,3.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,5.00,3.00,4.00,5.00,5.00,1.00,1.00,6.00,1.00,4.00,7.00,1.00,1.00,1.00,1.00,1.00,7.00,7.00,1.00,5.00,3.00,5.00,5.00,5.00,1.00,4.00,3.00,5.00,3.00,1.00,1.00,4.00,3.00,5.00,5.00,4.00,3.00,4.00,4.00,Male,18.00,white,single,1900.00,4.00,exact_ biological_sciences
132.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,5.00,5.00,4.00,4.00,3.00,5.00,4.00,5.00,4.00,4.00,1.00,4.00,2.00,5.00,4.00,4.00,4.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,3.00,2.00,4.00,4.00,3.00,3.00,3.00,5.00,3.00,3.00,1.00,2.00,1.00,3.00,3.00,4.00,3.00,3.00,5.00,3.00,3.00,4.00,4.00,4.00,4.00,Female,21.00,white,single,350.00,1.00,exact_ biological_sciences
133.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,1.00,1.00,3.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,3.00,2.00,3.00,2.00,4.00,5.00,5.00,3.00,3.00,2.00,4.00,3.00,3.00,4.00,3.00,5.00,3.00,3.00,3.00,2.00,5.00,3.00,4.00,3.00,Female,19.00,brown,single,2600.00,3.00,exact_ biological_sciences
134.00,3.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,4.00,5.00,1.00,3.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,7.00,4.00,4.00,5.00,5.00,1.00,4.00,1.00,2.00,4.00,1.00,2.00,4.00,3.00,4.00,3.00,3.00,4.00,5.00,5.00,3.00,4.00,Female,18.00,brown,single,800.00,2.00,social_sciences_arts_education
135.00,2.00,5.00,3.00,3.00,5.00,3.00,5.00,3.00,5.00,4.00,3.00,4.00,3.00,2.00,3.00,4.00,4.00,1.00,4.00,3.00,4.00,4.00,5.00,5.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,2.00,4.00,3.00,3.00,2.00,3.00,2.00,2.00,3.00,4.00,2.00,4.00,4.00,5.00,4.00,3.00,4.00,4.00,Female,27.00,brown,single,2500.00,4.00,healthcare 
136.00,1.00,3.00,4.00,1.00,2.00,5.00,2.00,3.00,5.00,5.00,5.00,4.00,5.00,3.00,4.00,5.00,4.00,1.00,5.00,1.00,5.00,3.00,5.00,2.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,3.00,3.00,1.00,5.00,4.00,4.00,4.00,4.00,5.00,4.00,3.00,4.00,Female,23.00,brown,single,2900.00,4.00,healthcare 
137.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,4.00,5.00,4.00,4.00,5.00,5.00,2.00,4.00,2.00,3.00,3.00,3.00,3.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,3.00,2.00,2.00,4.00,3.00,1.00,5.00,3.00,4.00,3.00,Female,18.00,white,single,6000.00,3.00,social_sciences_arts_education
138.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,3.00,5.00,4.00,5.00,4.00,5.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,4.00,3.00,4.00,4.00,5.00,4.00,4.00,3.00,4.00,4.00,4.00,Female,21.00,black,single,4000.00,3.00,social_sciences_arts_education
139.00,2.00,1.00,1.00,1.00,1.00,4.00,5.00,4.00,4.00,5.00,4.00,2.00,3.00,2.00,1.00,3.00,4.00,2.00,2.00,2.00,4.00,5.00,5.00,5.00,5.00,5.00,2.00,1.00,1.00,2.00,1.00,1.00,5.00,1.00,2.00,1.00,1.00,4.00,1.00,1.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,4.00,2.00,4.00,5.00,4.00,5.00,3.00,4.00,3.00,4.00,4.00,4.00,Male,21.00,brown,single,3000.00,3.00,healthcare 
140.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,5.00,5.00,3.00,3.00,4.00,2.00,4.00,4.00,2.00,1.00,2.00,2.00,5.00,5.00,3.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,2.00,4.00,2.00,5.00,5.00,4.00,4.00,4.00,3.00,3.00,Female,21.00,white,single,4000.00,4.00,social_sciences_arts_education
141.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,5.00,5.00,3.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,Female,57.00,brown,single,4500.00,3.00,social_sciences_arts_education
142.00,3.00,3.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,4.00,4.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,3.00,Male,20.00,white,single,1800.00,4.00,social_sciences_arts_education
143.00,3.00,4.00,4.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,3.00,3.00,3.00,4.00,2.00,3.00,1.00,4.00,3.00,4.00,3.00,3.00,4.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,3.00,2.00,3.00,2.00,3.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,3.00,Female,32.00,black,single,3000.00,6.00,healthcare 
144.00,4.00,4.00,4.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,5.00,2.00,5.00,4.00,5.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,4.00,2.00,1.00,4.00,4.00,5.00,5.00,2.00,2.00,4.00,2.00,2.00,3.00,2.00,3.00,4.00,5.00,2.00,3.00,4.00,3.00,3.00,3.00,Female,20.00,brown,single,9000.00,4.00,social_sciences_arts_education
145.00,4.00,5.00,5.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,4.00,5.00,4.00,4.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,5.00,3.00,4.00,5.00,4.00,2.00,4.00,1.00,1.00,2.00,3.00,2.00,1.00,3.00,2.00,1.00,2.00,Female,22.00,white,single,2000.00,4.00,social_sciences_arts_education
146.00,2.00,4.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,2.00,5.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,5.00,4.00,4.00,4.00,5.00,5.00,2.00,2.00,3.00,3.00,4.00,5.00,4.00,4.00,3.00,4.00,4.00,4.00,Female,20.00,black,single,10000.00,4.00,social_sciences_arts_education
147.00,4.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,3.00,5.00,3.00,3.00,4.00,4.00,2.00,2.00,2.00,5.00,5.00,3.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,4.00,1.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,1.00,3.00,2.00,3.00,3.00,4.00,4.00,3.00,5.00,4.00,4.00,5.00,Female,27.00,black,married_partnered,4000.00,1.00,social_sciences_arts_education
148.00,3.00,3.00,3.00,3.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,1.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,4.00,1.00,1.00,7.00,1.00,1.00,3.00,3.00,5.00,3.00,2.00,2.00,3.00,2.00,4.00,1.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,Male,27.00,brown,single,2600.00,1.00,social_sciences_arts_education
149.00,3.00,4.00,5.00,3.00,4.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,5.00,3.00,3.00,4.00,4.00,3.00,5.00,3.00,4.00,5.00,4.00,5.00,2.00,4.00,1.00,5.00,6.00,1.00,1.00,1.00,2.00,1.00,5.00,1.00,4.00,1.00,1.00,1.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,2.00,2.00,3.00,4.00,2.00,3.00,5.00,2.00,2.00,2.00,Female,20.00,brown,single,4000.00,5.00,social_sciences_arts_education
150.00,4.00,4.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,2.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,3.00,5.00,3.00,5.00,3.00,2.00,2.00,3.00,4.00,4.00,2.00,4.00,4.00,5.00,3.00,4.00,5.00,3.00,4.00,2.00,Male,27.00,white,single,10000.00,5.00,social_sciences_arts_education
151.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,5.00,3.00,4.00,5.00,4.00,4.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,3.00,1.00,5.00,4.00,5.00,4.00,5.00,1.00,5.00,2.00,2.00,3.00,2.00,2.00,1.00,5.00,4.00,4.00,4.00,3.00,1.00,5.00,Female,19.00,brown,single,5000.00,4.00,social_sciences_arts_education
