df_hora,tcle,prof_educao_basica,atuou_meses,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,n_escolas,eactd1,eactd2,eactd3,eactd4,eactd5,eactd6,eactd7,eactd8,eactd9,eactd10,eactd11,eactd12,eactd13,eactd14,eactd15,eactd16,eactd17,eactd18,eactd19,eactd20,eactd21,eactd22,eactd23,eactd24,eactd25,eactd26,eactd27,eactd28,eactd29,eactd30,eactd31,eactd32,eactd33,eactd34,eactd35,eactd36,eactd37,eactd38,eactd39,eactd40,eactd41,eactd42,eactd43,eactd44,eactd45,eactd46,eactd47,eactd48,eactd49,eactd50,eactd51,eactd52,eactd53,eactd54,eactd55,eactd56,eactd57,eactd58,ehelde1,ehelde2,ehelde3,ehelde4,ehelde5,ehelde6,ehelde7,ehelde8,ehelde9,ehelde10,ehelde11,ehelde12,ehelde13,ehelde14,ehelde15,ehelde16,ehelde17,ehelde18,ehelde19,ehelde20,ehelde21,ehelde22,ehelde23,ehelde24,ehelde25,ehelde26,ehelde27,ehelde28,ehelde29,ehelde30,ehelde31,ehelde32,ehelde33,ehelde34,ehelde35,ehelde36,ehelde37,ehelde38,ehelde39,ehelde40,ehelde41,ehelde42,ehelde43,ehelde44,ehelde45,ehelde46,ehelde47,ehelde48,ehelde49,ehelde50,ehelde51,ehelde52,ehelde53,ehelde54,idade,sexo,genero,corraca,estadocivil,escolaridade,rendafamiliar,deprenda,ndeensino,contrato,deficiencia,meioescola,estado,rede,tempoexperiencia
2023-06-27T06:59:49Z,Sim,Sim,Sim,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1 Escola,1,2,4,2,4,5,5,1,4,3,2,1,1,5,1,1,5,4,4,1,3,5,1,4,3,5,5,3,2,1,5,1,3,2,4,1,1,5,5,5,1,3,3,3,1,4,2,4,4,1,1,2,5,2,5,5,3,3,1,1,1,1,9,1,1,1,5,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,1,1,1,4,6,5,1,1,1,5,5,1,1,1,9,1,1,1,7,1,1,36,Feminino,Mulher cis,Branco,União estável,Especialização,9000,2,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Goiás,Municipal (pública),12
2023-06-27T11:57:00Z,Sim,Sim,Sim,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1 Escola,4,5,3,5,2,1,2,3,5,5,4,2,3,4,3,5,3,3,3,4,4,2,4,1,3,3,1,1,5,5,3,2,4,4,4,4,4,2,1,2,3,2,2,5,4,1,2,3,3,2,2,3,3,3,2,5,2,3,9,9,9,9,9,9,9,7,1,9,9,8,1,9,9,9,6,5,9,8,7,9,9,9,9,9,9,7,9,9,6,6,7,8,8,5,7,5,8,9,9,9,7,2,8,8,8,9,5,7,5,9,9,9,40,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,1300,3,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Paraíba,Municipal (pública),20
2023-06-28T12:58:11Z,Sim,Sim,Sim,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1 Escola,4,3,3,4,2,3,1,4,4,4,4,4,4,2,4,4,3,3,2,4,5,3,4,3,3,2,3,3,5,3,1,3,3,3,3,3,3,2,3,1,4,3,5,5,3,1,3,4,3,3,4,3,2,3,3,3,1,3,7,7,8,8,2,8,8,8,2,8,7,8,3,8,8,8,3,8,8,8,7,8,7,8,7,9,8,8,7,8,5,5,6,7,5,7,7,2,6,7,8,7,8,1,7,8,6,7,5,5,5,7,7,5,43,Feminino,Mulher cis,Branco,Casado(a),Especialização,3000,4,Fundamental II (Anos finais do Ensino Fundamental);Ensino Médio,Temporário/Substituto,Não,Urbano,Ceará,Privada,18
2023-06-27T01:43:37Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-28T08:09:22Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-26T09:32:21Z,Sim,Sim,Sim,1,1,2,1,1,2,2,2,1,1,2,2,1,1,0,1,1,1,1,1,1,1 Escola,4,4,4,3,2,3,2,2,5,2,4,2,2,2,3,4,4,3,2,2,5,4,2,2,2,5,3,3,4,4,4,3,4,3,3,3,3,2,3,2,2,2,5,5,3,1,3,4,3,3,2,3,2,1,5,4,2,3,7,5,6,7,6,8,7,8,8,7,8,6,2,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,6,6,8,9,8,6,8,6,7,8,8,8,8,1,8,8,6,8,8,7,8,8,8,8,34,Masculino,Homem cis,Pardo,Casado(a),Mestrado,7000,2,Ensino Médio,Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),11
2023-06-28T08:31:46Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1 Escola,5,4,4,5,2,3,1,4,5,5,4,4,3,2,4,4,3,5,1,4,4,2,4,3,4,3,1,3,4,4,3,3,2,3,2,3,4,1,1,3,3,2,3,2,2,1,4,2,4,4,4,3,1,3,4,2,1,3,8,7,9,9,3,9,9,9,7,9,9,2,3,9,9,8,4,8,8,8,8,9,9,9,8,9,9,9,8,8,9,6,8,9,7,9,9,8,8,8,8,8,9,2,9,8,7,7,8,7,7,7,8,8,60,Masculino,Homem cis,Pardo,Casado(a),Especialização,6600,1,Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Rio Grande do Norte,Municipal (pública),NA
2023-06-27T04:25:23Z,Sim,Sim,Sim,2,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1 Escola,3,3,3,4,2,3,1,4,4,5,3,3,3,3,3,3,3,3,2,3,2,3,4,3,2,3,3,3,4,4,3,2,2,3,4,1,3,5,5,3,3,3,1,4,3,1,3,3,4,1,1,3,5,2,1,3,1,3,5,1,5,5,1,1,6,5,7,6,7,7,1,5,5,7,6,1,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,2,6,9,5,8,5,1,8,5,5,5,5,5,5,9,7,5,48,Feminino,Mulher cis,Preto,Casado(a),Especialização,60000,1,Educação de Jovens e Adultos (EJA),Efetivo/Concursado,Não,Urbano,São Paulo,Municipal (pública),26
2023-07-18T02:56:07Z,Sim,Sim,Sim,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 Escolas,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,45,Masculino,Homem cis,Preto,Divorciado(a),Mestrado,2500,2,Educação Infantil;Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Espírito Santo,Municipal (pública),25
2023-06-27T02:23:47Z,Sim,Sim,Sim,2,1,1,1,0,0,1,1,1,0,1,3,3,0,1,0,3,3,3,1,1,1 Escola,3,2,4,3,4,5,5,3,3,2,4,1,3,3,3,1,4,2,5,3,5,4,3,4,5,3,5,5,2,2,3,3,5,2,3,2,3,2,4,3,3,4,4,3,3,1,2,5,4,3,3,4,3,4,2,5,4,5,9,9,9,9,1,9,9,2,1,6,9,6,1,9,9,9,6,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,1,6,1,8,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,39,Feminino,Mulher cis,Preto,Solteiro(a),Especialização,2000,2,Educação Infantil;Fundamental I (Anos iniciais do Ensino Fundamental);Atendimento Educacional Especializado (AEE),Temporário/Substituto,Não,Urbano,Piauí,Privada,8
2023-06-27T10:58:01Z,Sim,Sim,Sim,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1 Escola,5,4,2,3,4,2,2,4,5,4,2,3,4,4,3,2,3,2,2,4,5,2,4,2,2,4,2,5,4,4,2,5,2,5,4,2,4,2,4,2,3,3,3,5,4,2,2,4,5,1,2,2,3,4,1,3,2,4,8,7,9,7,7,9,8,7,2,9,9,9,1,8,8,8,6,8,8,8,8,7,6,8,7,8,8,8,9,5,6,8,8,8,6,4,6,3,6,8,8,8,9,1,7,7,7,6,8,8,8,8,8,7,35,Feminino,Mulher cis,Branco,Casado(a),Especialização,5000,4,Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Rural,Rio Grande do Norte,Municipal (pública),16
2023-06-27T04:45:04Z,Sim,Sim,Sim,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1 Escola,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,8,8,8,7,8,8,8,7,6,8,6,8,7,7,8,8,7,8,7,8,7,7,8,7,8,7,8,7,7,8,8,8,8,8,7,8,6,7,8,7,8,8,7,7,8,7,8,8,49,Feminino,Prefiro não responder,Branco,Casado(a),Curso superior completo,5000,4,Fundamental I (Anos iniciais do Ensino Fundamental);Atendimento Educacional Especializado (AEE),Temporário/Substituto,Não,Urbano,São Paulo,Estadual (pública),10
2023-06-27T02:57:58Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-25T08:25:47Z,Sim,Sim,Sim,1,2,2,2,0,0,2,0,0,0,2,2,1,2,1,0,0,0,1,0,0,1 Escola,5,4,4,4,3,2,2,3,4,3,4,1,4,2,2,3,3,4,1,4,3,3,4,4,1,5,2,3,4,3,3,4,3,4,1,1,3,3,3,2,3,3,4,4,4,1,3,4,3,4,4,2,3,2,1,3,1,2,8,8,8,8,3,9,8,8,3,5,8,9,2,9,9,9,5,7,9,9,8,9,9,9,5,9,6,7,8,7,6,9,8,7,7,5,7,4,7,8,8,8,5,3,8,7,5,7,6,6,6,8,8,6,47,Feminino,Mulher cis,Pardo,Casado(a),Especialização,12000,2,Educação Infantil,Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública),17
2023-06-27T05:22:54Z,Sim,Sim,Sim,0,0,1,1,2,2,0,1,0,1,2,2,1,1,0,2,2,1,1,0,1,1 Escola,4,4,4,3,3,3,4,4,4,3,4,1,2,5,2,1,3,5,3,3,3,3,3,3,4,5,2,5,3,3,3,2,4,3,4,2,2,3,3,3,4,3,2,3,3,1,2,5,5,3,2,4,5,5,4,4,3,3,6,6,7,7,6,7,7,7,8,8,7,8,4,9,8,7,8,7,7,7,6,7,7,9,8,9,8,7,8,7,8,8,7,7,8,7,7,4,7,8,8,8,7,2,8,7,7,7,7,7,4,7,7,7,38,Masculino,Homem cis,Pardo,Solteiro(a),Mestrado,NA,4,Ensino Médio,Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),15
2023-08-21T05:16:28Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T04:24:26Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T05:50:20Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T03:00:41Z,Sim,Sim,Sim,2,1,0,1,0,1,0,2,2,0,2,2,0,1,0,1,0,1,2,2,0,1 Escola,4,5,3,5,1,4,2,4,4,4,4,4,5,1,3,4,3,2,2,4,2,3,4,1,4,3,3,3,5,4,2,4,2,3,2,4,5,2,3,2,4,2,4,4,3,1,3,2,1,4,5,4,2,2,5,3,3,4,9,9,9,9,5,9,8,9,3,9,9,8,2,9,9,9,9,8,9,9,8,9,9,8,8,9,9,9,8,9,8,8,9,9,8,9,9,8,9,9,9,9,9,1,9,8,8,8,8,8,8,9,9,9,36,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,6000,2,Ensino Médio;Educação de Jovens e Adultos (EJA),Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),15
2023-06-27T04:59:45Z,Sim,Sim,Sim,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1 Escola,5,4,2,5,4,1,1,4,5,5,3,3,3,1,2,5,3,3,2,4,3,2,4,2,2,2,1,1,5,4,1,4,2,3,3,5,5,1,1,2,3,2,3,5,4,1,3,1,4,4,4,2,3,3,1,1,1,2,9,9,9,9,1,9,9,3,1,9,9,9,1,9,9,9,2,9,9,9,9,9,9,9,7,9,9,9,8,9,9,9,9,9,7,3,9,1,9,9,9,9,8,1,9,9,1,9,9,9,1,9,9,8,35,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,2000,3,Fundamental II (Anos finais do Ensino Fundamental),Temporário/Substituto,Não,Rural,Ceará,Municipal (pública),14
2023-07-19T01:50:36Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T03:27:39Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-27T11:50:09Z,Sim,Sim,Sim,1,1,2,0,2,1,0,1,2,1,1,2,2,2,1,2,2,2,1,1,2,Mais de duas escolas,2,1,3,2,3,5,4,3,3,3,4,1,1,4,2,3,4,4,4,2,5,4,2,3,4,3,4,5,3,3,3,1,3,1,3,4,1,5,4,5,1,5,1,3,2,1,1,5,3,2,1,5,3,4,4,3,4,5,1,4,2,3,2,2,1,8,3,1,6,2,5,2,4,6,7,3,2,2,2,5,2,1,3,5,3,1,1,3,2,1,2,4,1,6,6,8,6,4,1,1,2,4,3,1,2,3,1,1,2,2,1,2,42,Feminino,Mulher cis,Pardo,Solteiro(a),Doutorado,8000,2,Ensino Médio;Educação de Jovens e Adultos (EJA),Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),19
2023-06-29T01:53:29Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T02:23:16Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T07:18:52Z,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-28T01:04:52Z,Sim,Sim,Sim,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1 Escola,4,4,4,3,3,3,1,2,5,5,1,1,4,5,2,2,5,3,2,4,4,3,4,2,3,5,3,4,5,3,5,4,3,4,5,1,4,5,4,2,1,4,1,1,4,2,1,4,3,1,1,3,4,5,2,5,3,3,9,9,9,9,1,8,9,8,1,9,9,9,1,9,8,9,5,9,9,9,9,7,9,9,8,9,9,9,8,8,9,8,9,9,8,5,8,1,9,9,9,8,7,1,9,7,9,9,9,9,5,9,9,8,38,Feminino,Prefiro não responder,Preto,União estável,Especialização,8000,4,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Bahia,Municipal (pública),18
2023-07-18T01:57:01Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Escola,5,5,2,5,1,3,1,4,5,5,5,4,5,2,5,5,2,1,1,5,2,2,4,1,2,1,1,2,5,5,1,5,2,5,1,4,5,1,1,1,5,1,5,5,5,1,5,1,1,5,5,2,2,2,5,1,1,1,9,9,9,9,5,9,9,9,1,9,9,9,1,9,9,9,7,6,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,6,9,5,9,9,9,9,9,1,9,5,9,9,5,5,8,9,9,5,50,Feminino,Mulher cis,Branco,União estável,Especialização,5000,3,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Rural,Ceará,Municipal (pública),22
2023-07-18T02:36:25Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Escola,3,2,3,2,4,3,1,4,3,4,4,2,2,1,3,4,2,3,3,2,4,4,2,3,4,3,4,3,3,2,2,1,3,1,4,1,2,4,5,4,1,3,1,3,1,3,1,5,4,1,3,3,3,3,1,3,1,3,4,4,4,4,9,1,5,5,5,1,5,3,8,5,5,5,9,5,5,5,5,1,1,1,1,3,1,5,1,4,1,1,1,5,1,9,9,9,9,1,1,5,5,5,5,1,1,1,1,1,9,5,1,1,50,Feminino,Mulher cis,Branco,Viúvo(a),Especialização,3200,3,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),18
2023-06-27T02:12:24Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
